OECD_Research_Area,Year_Range,Tech_Level,TRLxAdoption,Impact,Technology_Name,Tech_Count
Nano-technology,3-5 years,TECH_LEVEL_2,TRL 7-8 Early Adopters,65.158, RF energy harvesting; 3D bioprinting; 3D interdigitated; Acoustic metamaterial; Acoustic piezoelectric responsive material; Aluminophosphate; Amorphous metal; Amorphous steel; Analog computer; Artificial Cell protein production; Artificial muscle; Bendable 3d material; Bio-electronic Piezoelectric Energy Harvesting; Bio-labeling; Biodegradable medical device; Biodegradable metals; Biofabricaed textile; Bioinspired Coatings; Bioinspired moisture harvesting materials; Biological Nanosensor; CRISPR mediated protein engineering; Carbon aerogel; Carbon based phase change material; Carbon nanotube; Catalytic activity metal foam; Colloidal self assembly; Cryomaterials; Cryostable polymer; DNA origami; Dielectric electroactive polymer; Digital microfluidics; ECM-based biomaterials; Electroactive material; Electrocatalytic Conversion; Electromagnetic shielding metamaterial; Electronic skin; Extracellular Vesicle-based therapies; Ferroelectric Material; Flexible medical device; Flexible memory device; Flexible neural electronics; Gallium oxide semiconductor; Genetically modified material; Germanium semiconductors; Gold nanoparticles; Gravimetric detection; Heterodyne detection; High Entropy Alloys; High temperature superconductor; Holey waveguide; Holographic light distribution; Holographic spectral control; Hybrid quantum-classic computer; Hydrophobic-hydrophilic patterned surfaces; In-vivo gene editing; Indium gallium arsenide semiconductors; Laser-based temperature management; Liquid-infused surface; Magnetic nanoparticles; Magnetostructive material; Mechanically responsive material; Medical devices bio-manufacturing; Metal foam; Metal oxide aerogel; Metamaterial; Metamaterial optic sensor; Metamaterial sensor; Metamaterials; Microwave absorbing material; Microwave responsive material; Moisture-responsive material; Molecular self assembly; Molybdenum disulfide semiconductor; Multi-function structure; Multi-material printing; Multifunctional metal foam; Multilayer fishnet metamaterial; Mycellium based material; Nano phase change material; Nano-scale architecture; Nanocatalyst hydrogen production; Nanocellulosic utilization; Nanocomposites; Nanocrystal; Nanofiber; Nanomedicine; Nanopolymers; Nanoporous nanoparticles; Nanoscale 3D printing; Neuromorphic AI; Niobium-based metal matrix composite; Nonlinear Metasurface; One-Dimensional Photonic Crystal; Optical neural network; Organic crystals; Organic semiconductors; Oxide semiconductors; Perovskite semiconductors; Phase-change alloy; Phase-discontinuity metasurface; Photo-Fenton process; Photochromic material; Photonic crystal; Photonic waveguide; Plasmonic Metasurface; Plasmonic metamaterial; Plasmonics; Polymer Aerogel; Polypeptoid; Polypyrrole; Polythiophene; Quantum cryptography; Quantum sensing; Quantum sensor; RF energy harvesting; Radio frequency power transfer; Self-healing infrastructure systems; Smart fabric; Spintronic device; Spintronic sensor; Stretchable electronics; Supercomposites; Superconducting Waveguide; Superhydrophobic surface; Supermagnetic material; Supramolecular drug delivery; Supramolecular hydrogel; Supramolecular metal organic framework; Supramolecular sensor; Syntactic Materials; Synthetic DNA sequences; Synthetic nucleotide; Targeted drug delivery; Three-Dimensional Photonic Crystal; Three-dimensional integrated circuit; Transient data storage device; Transition metal dichalcogenide monolayers; Transparent electrode; Tunable waveguide; Ultrasound-mediated polymerization; Virtual display; anti-magnetic material; anti-reflective material; edge computing quantized compressed sensing; optogenetic delivery; pH-activated material; pH-responsive conductive material; plastic metal,148
Nano-technology,3-5 years,TECH_LEVEL_3,TRL 7-8 Early Adopters,64.714,2D bioprinting; 3D microbattery; 3d printed microfluidics; AI powered e-nose; Amperometric Nanosensor; Antimicrobial polypeptide polymers; Aptamer 2'-Fluoro and 2'-O-Methyl Nucleotide; Aptamer microfluidic Systematic Evolution of Ligands by Exponential Enrichment; Aptamer-Conjugated Nanoparticle; Aptamer-Drug Conjugates; Aptamer-based biosensor; Bandgap-Guided Waveguide; Bio-Electrolyte Graphene Supercapacitor; Bioabsorbable seed coating; Biocompatible metal foam; Biodegradable sensor; Bioink with growth factors; Biomimetic nanotextured surface; Black silicon; Buckminsterfullerene; CRISPR cell targeting; CRISPR chromosome imaging; CRISPR-Aptamer System; Cantilever Nanosensor; Carbon nanotubes-based transparent conductive film; Cell-laden bioink; Colloidal lithography; Copper nanowire transparent electrode; Core-shell battery; Cryoflexible aerogel; Cryoresistant epoxy; DNA -based hydrogels; Decellularized Extracellular Matrix Bioink; Dip-pen nanolithography; Direct Ink Writing 4d printing; Direct cathode to cathode recycling; Direct-view laser display; Directed self-assembly chip fabrication; Dispersion-Engineered Photonic Crystal Waveguide; Dissolvable 3D printed scaffold; Dissolvable parachute; Dye sensitized titanium dioxide photosynthesis; Dye-sensitized solar cell; Electrohydrodynamic printing; Electrospun nanofibrous mat; Energy harvesting electronic skin; Enzyme-Engineered Hydrogen-Producing Mini Bioreactors; Flexible Electrophoretic Display; Flexible Resistive Random Access Memory; Flexible battery; Flexible organic light-emitting diode display; Flexible pressure sensor; Fluorescent Nanosensor; Focused electron beam induced deposition; Gallium arsenide photonic integrated circuit; Gas Nanosensor; Genetically coded thermosensitive reporter; Germanium photonic integrated circuit; Glucose Nanosensor; Graphene battery; Graphene mode lock laser; Graphene-based Nanosensor; Graphene-based supercapacitor; Graphene-based transparent conductive film; High-NA EUV lithography; Holographic anti-reflective coating; Homojunction Laser Diode; Hygroscopic material water collection systems; Hyper NA EUV lithography; In-Situ Blue Enzyme Regeneration System; Li-Fi indoor positioning system; Liposome targeted drug delivery; Luminescent solar concentrator; Luminescent textile; MEMS solid state LiDAR; Magnetic Enzyme Recovery Cellulosic Conversion; Magnetic Nanoparticle-Enhanced Bioelectrodes; Magnetic Tunnel Junction Sensor; Magnetoresistive Nanosensor; Metal meshes transparent electrode; Metal-organic frameworks electrolysis Catalysts; Micro-LED display; Microcavity laser; Microdisk laser; Microelectrode array; Microfluidic bandage; Microfluidic bioreactor; Microfluidic single cell  capture; Microwave oscillator; Molecularly imprinted polymer targeted drug delivery; Nanoelectromechanical resonator; Nanofiber Nanosensor; Nanoparticle enriched plant-based meat; Nanopore molecule transistor; Nanopore transciptor; Nanoscale electrodes; Nanostructured Silicon carbide; Nanowire battery; Niobium capacitor; OEO based micro-resonator; OEO chip; OR-PAM imaging; Optoelectronic oscillator; Organic Field-effect transistor; Organic Resistive Switching Memory; Organic Thin-Film Transistor; Peptide-based hydrogels; Perovskite solar cell; Phosphor-based laser display; Photocatalytic nanotextured surface; Photodetector-based transistor; Photonic crystal waveguide; Photonic nozzle; Photovoltaic Translucent Concrete; Piezoelectric Nanosensor; Plasma-Assisted Tissue Engineering; Polymer electrolyte battery; Polymer photonic integrated circuit; Polypeptide-Polymer Conjugate; Polypeptide-based Nanoparticle; Pressure nansensor; Protein Nanosensor; Quantum cascade on silicon laser; Quantum compiler; Rod-Type Photonic Crystal Waveguide; SHERLOCK CRISPR based diagnostics; Self-cleaning bio-based coating; Silicon anode; Silicon core-shell battery; Silicon laser; Silicon nanoparticle anode; Silicon nanowire battery; Silicon nitride laser; Silicon nitride photonic integrated circuit; Silicon plate battery; Silicon quantum dot anode; Single layer fishnet metamaterial; Spin-Transfer Torque Sensor; Stretchable supercapacitor; Superamphiphobic Coating; Superhydrophilic nanotextured surface; Superhydrophobic nanotextured surface; Supermagnetic coating; Temporary pacemaker; Theranostic Wound Care; Tribological nanotextured surface; Ultrasound precise cell targeting; Vertical Stacked Microfluidic Photosynthetic Arrays; Virus-like particle; Zero-energy dew collection surfaces; anti-magnetic coating; e-jet printing; optrode; transparent radiative cooler; two photon laser printing,155
Nano-technology,3-5 years,TECH_LEVEL_1,TRL 9 Early Adopters,74.502,Biomaterial; Nanofabrication; Nanomaterials; Smart material; Superalloy; Water purification,6
Nano-technology,3-5 years,TECH_LEVEL_1,TRL 9 Early Majority,77.965,Composite materials; Graphene,2
Nano-technology,3-5 years,TECH_LEVEL_2,TRL 9,62.05,Gallium Nitride semiconductor; Optical  waveguide,2
Nano-technology,3-5 years,TECH_LEVEL_2,TRL 9 Early Adopters,64.382,3D printed composites; Advanced oxidation process; Advanced solar energy systems; Aluminum-based metal matrix composite; Aptamer engineering; Bioelectronic sensor; Biosensor; Carbon electrode; Carbon-based materials  ; Chemical sensing artificial noses; Click Chemistry; Co-crystallization; Conductive polymer; Deep cryogenic treatment; Dielectric coating; Drug delivery system; Electrochemical Biosensing; Electron particle beam; Electronic nose; Engineered enzyme; Enzyme immobilization; Exascale computing heterogenous architecture; Flexible antenna; Flexible display; Flexible electronics; Flexible sensor; Fluorescent imaging; Fluorescent marker; In-situ printing; Ion laser; Iron-oxide nanoparticles; Laser-based sensor; Lipid Nanoparticles; Magnetorheological fluid; Metal-organic framework; Microfluidics; Microwave Dielectric Material; Monoclonal antibody targeted drug delivery; Multi-factor biometric identification; Nanocatalysis; Nanocomposite coating; Nanoparticle coating; Nanosensor; Nanotextured surface; Non-volatile memory; Nucleic acid labeling; Nutrient delivery system; Optical MEMS; Optical coating; Optical gyro; Optical oscillator; Organic electronics; Organic sensor; Personal armor; Personal biomonitoring systems; Photoacoustic imaging; Photodegradable plastic; Photonic integrated circuit; Piezoelectric mechanical stress energy harvesting; Polymeric nanoparticles; Protein engineering; Protein labeling; Proton exchange membrane; RF MEMS; RNA-based therapy; Self-cleaning surfaces; Shape-memory alloy; Silica nanoparticles; Silicon photonics; Single photon detection; Slab Waveguide; Soft-circuit printing; Split ring resonator metamaterial; Stretchable antenna; Super-resolution imaging; Syntactic buoyancy material; Syntactic energy absorption material; Synthetic viral vector; Temperature sensor; Thermochromic material; Tribological coating; Tunable laser; Virotherapy; Virus-Like Particles; Waveguide; anti-corrosive material,86
Nano-technology,3-5 years,TECH_LEVEL_2,TRL 9 Early Majority,56.915,Flexible circuits; Flexible printed circuits; Fluorescent dye; Lipid nanoparticle; Microelectromechanical systems; Microwave waveguide; Optical Isolators; Optical communication; Solid state laser; Tiny machine learning; Wireless sensor network,11
Nano-technology,3-5 years,TECH_LEVEL_3,TRL 9,66.96,Indium gallium zinc oxide semiconductors; Quantum cascade laser,2
Nano-technology,3-5 years,TECH_LEVEL_3,TRL 9 Early Adopters,66.228,"Ag nanowire transparent electrode; Aperture Thulium Laser; CRISPR Cas diagnostics; Cobalt-free cathode; Cold Atmospheric Plasma Device; Corrosion resistant coating; Cycloolefin copolymer; Direct laser writing; Electrospinning printing; Electrospray printing; Field Emission Electric Propulsion thruster; Flexible perovskite solar cell; Flexible strain sensor; Gallium nitride laser; Graphene-based coating; Home-based diagnostic kit; Indium phosphide photonic integrated circuit; Lab-on-a-chip; Laser lighting; Lipid nanoparticles for DNA vaccine delivery; Lithium Nickel Cobalt Aluminum Oxide battery; Lotus effect microtextured surface; Low-cost spectroscopy tools; Magnetic indoor positioning systerm; Micro bioreactor; Microcontact printing; Microfluidic Chip; Microfluidic single cell sorting; Microneedle drug delivery; Multi-junction solar cell; Nanoimprint lithography; Nanoimprint lithography,; Nanosensor based breath analyzer; Optical Circulators; Optical tweezer; Paper-based biosensor; Paper-based sensor; Photocatalytic coating; Quantum Well Laser Diode; Quantum dot laser; Self-healing coating; Semiconductor Optical Amplifier Gate; Semiconductor embedded in substrate; Separate Confinement Heterostructure Laser Diode; SiGe oscillator; Silica aerogel; Silica photonic integrated circuits; Silver nanoparticle coating; Single molecule localization microscopy; Slow-release fertilizer capsule; Structured illumination microscopy; Super-Resolution cell Imaging; Swept-Source OCT; Transient microneedle patch; Triboelectric Nanogenerator; Two photon polymerization; Virus-Like Nanoparticle; deep trench capacitor; geopolymer cement; pH nanosensor",60
Nano-technology,3-5 years,TECH_LEVEL_3,TRL 9 Early Majority,61.59,Diamond-like coating; Hall effect thruster; MEMS lidar; Pulsed fiber laser; RGB laser video projector; Semiconductor Laser Diode; Semiconductor laser; Spin valve; Stimulated emission depletion; VCSEL diode laser; anti-reflective coating,11
Nano-technology,5-7 years,TECH_LEVEL_2,TRL 3-4,70.77,Ion phonon laser,1
Nano-technology,5-7 years,TECH_LEVEL_1,TRL 5-6,66.965,Force Field; Utility fog,2
Nano-technology,5-7 years,TECH_LEVEL_2,TRL 5-6,62.174,Acoustics to activate gene expression; All-optical transistor; Atomtronic beam splitter; Bio-electronic transcriptor; Bioabsorbable space debris; Biological nanorobot; Cell-based nanorobot; Claytronics; DNA battery; Enzymatic DNA battery; Enzyme-Engineered Quantum Coherent Photosynthetic System; Floquet time crystal; Petahertz Electronics; Photon rocket; Photonic propulsion; Plasma magnet propulsion; Programmable DNA Battery; Programmable Protein-Based Energy Harvesters; Protein-Based Microrobots; Quantum Dot-DNA Supercapacitor Hybrid Generator; Quantum engine; Quantum entanglement DNA detection; Quantum entanglement stealth technology detection; RNA-based Programmable Biobattery; RNA-enhanced DNA Supercapacitor Generator; Radio-sensitive genetic switch; Self-Replicating Enzyme Biocatalytic Energy System; Self-assembling DNA Battery; Sillicene semiconductors; Solid-State Quantum Coherent Photosynthetic Array; Synthetic Biological Proton Pump Battery; Topological qubit; Wireless Power Transfer Photobioelectrochemical Network,33
Nano-technology,5-7 years,TECH_LEVEL_3,TRL 5-6,63.516,3D DNA Origami Supercapacitor Energy System; 3D DNA Supercapacitor Array; Chloroplast-Enhanced Holographic Light Trapping Films; Conductance-switching molecular transistor; DNA supercapacitor; DNA-Scaffolded Enzyme Cascade Biobatteries; DNA-based Photosynthetic Solar Cell; DNA-based Programmable Microelectrode Array Energy Storage; Electrochemical molecular transistor; Electrolaser; Enzyme-Engineered Artificial Leaf Catalytic Systems; Enzyme-Engineered Biocatalytic Energy Storage Lab-on-a-Chip; Enzyme-Engineered DNA Battery; Enzyme-Modified Quantum Dot Energy Storage System; Field-effect molecular transistor; Gene modification of magneto-sensitive protein; Integrated Photonic-Enzymatic DNA Battery; Integrated Photonics Piezoelectric Wood; Integrated Photonics-Enhanced Microbial Biophotolysis; Magnetic Field-Responsive Enzyme Biocatalyst System; Metabolically Engineered Iron-Oxide Hydrogen Storage System; Metabolically Engineered Living Cell-Organic Semiconductor Hybrid Storage; Metamaterial scattering cancellation cloaking; Microbial-Based Photosynthetic-Organic Hybrid Solar Cell; Microwave responsive liquid crystal elastomer; Nano-electromechanical transistor; Optical nano-rectenna; Personalized CRISPRa Bioenergy Units; Photoresponsive molecular transistor; Piezoelectric nanoradio; Piezoelectric nanorobot; Plasmon enhanced nanolaser; Programmable Enzymatic DNA Battery; Protein-Based Organic Solar Cell Interface; Protein-Encapsulated Magnesium Quantum Dot Battery; Protein-Engineered Proton Channel Battery; Quantum Dot-DNA Supercapacitor Hybrid; Quantum dot molecular transistor; Quantum entanglement based sensor for MRI; Respirocyte robotic red blood cell; Rotaxane-based nanorobot; Selenium core-shell battery; Self-Assembling Ultrasonic Energy Harvesting Biofilm; Self-Sustaining Enzymatic DNA Battery; Self-assembling Enzyme-Coupled Magnetic Nanoparticle Energy Storage; Self-assembling Microbial-Based Organic Solar Cell; Wireless-Powered Enzymatic DNA Battery; Yeast-Based Microrobots,48
